ST_ID,LATITUDE,LONGITUDE
1292,46.6311,30.7934
1296,46.7381,30.7843
1298,46.8277,30.7594
1300,52.5948,41.5081
1303,47.1710,30.8337
1307,47.1924,30.9420
1309,46.4422,30.6536
1315,46.3320,30.5591
1317,46.2534,30.5236
1324,46.3229,30.6373
1325,46.3229,30.6373
1326,46.3353,30.6701
1327,46.3353,30.6701
1328,46.3353,30.6701
1329,45.9341,47.0485
1330,46.1398,30.3535
1331,46.1112,30.0802
1332,46.1850,30.3389
1333,46.1850,30.3389
1334,46.3320,30.5591
1335,46.0398,29.9128
1337,46.0158,29.6812
1339,45.9966,29.4211
1344,45.9456,29.2728
1346,45.8603,29.2216
1347,45.7901,29.1877
1348,45.6510,29.1146
1349,45.6263,28.9759
1351,45.3599,28.8111
1352,45.3599,28.8111
1353,46.2299,29.2063
1358,46.4786,30.6536
1361,46.5254,30.6050
1362,46.5802,30.5486
1364,46.6129,30.3995
1366,46.6855,30.3334
1371,46.8502,30.0738
1372,46.8255,30.0361
1378,46.9878,30.0484
1379,47.0078,30.3098
1381,46.9911,30.4502
1388,47.1062,29.9915
1392,47.3358,29.8794
1394,51.5045,45.9788
1396,56.8161,24.6080
1400,56.8619,24.3480
1401,56.9200,24.2239
1402,56.9175,24.3724
1421,56.9811,24.1760
1423,57.1847,25.0321
1427,57.0954,24.6815
1428,57.0769,24.5788
1429,57.0661,24.5137
1430,57.0482,24.4197
1432,57.0361,24.1200
1433,56.9907,24.2312
1434,56.9812,24.1755
1435,57.0362,24.1137
1436,57.0720,24.1140
1447,57.0362,24.1137
1448,57.0186,24.1296
1449,57.0361,24.1200
1450,57.0186,24.1296
1451,56.9647,23.7669
1456,56.9697,24.0459
1457,57.0511,24.0167
1458,57.0346,24.0439
1459,56.9734,23.8832
1470,56.9458,23.6115
1476,57.0346,24.0439
1477,56.9658,23.1602
1483,56.7011,23.4657
1485,56.8431,23.2927
1486,57.0857,22.8111
1488,57.1339,22.6493
1489,57.1449,22.5334
1493,57.2843,22.0062
1496,57.3817,21.6831
1502,57.3817,21.6831
1514,56.5292,21.0211
1522,56.5292,21.0211
1523,56.4455,21.4847
1525,56.3312,21.5209
1527,56.4157,21.8503
1528,56.4157,21.8503
1530,56.4797,23.0614
1531,56.4573,22.8929
1533,56.3828,22.6410
1534,56.3828,22.6410
1535,56.3312,21.5209
1536,54.6884,20.4918
1537,54.6938,20.4990
1538,53.3454,34.4687
1539,53.3382,34.4971
1540,53.3716,34.4797
1541,53.4018,34.4473
1542,53.2318,34.4408
1543,53.2132,34.4734
1544,53.2137,34.5123
1545,53.2157,34.5961
1546,53.2429,34.4280
1547,53.2088,34.6700
1548,53.1986,34.7347
1549,53.1769,34.8333
1550,53.1332,34.9815
1551,53.1373,35.1049
1552,53.1403,35.1797
1553,53.1424,35.2352
1554,53.1238,35.2795
1555,53.1202,35.3920
1556,53.0729,35.4608
1557,53.0259,35.5470
1558,52.9817,35.6139
1559,52.9634,35.7233
1560,52.9485,35.8162
1561,53.2510,34.4616
1562,53.4426,34.4021
1563,53.4545,34.4036
1564,53.5026,34.3817
1565,53.5468,34.3331
1566,53.5892,34.3231
1567,53.6101,34.3239
1568,52.4536,31.5916
1569,53.1766,34.3612
1570,53.1987,34.3930
1571,53.1514,34.3120
1572,53.1118,34.2354
1573,53.0950,34.1285
1574,53.0969,34.0750
1575,53.0763,34.0548
1576,53.0775,34.0012
1577,53.0705,33.9455
1578,53.0607,33.9156
1579,53.0386,33.8536
1580,52.9605,33.6088
1581,52.9470,33.5649
1582,53.0035,33.7456
1583,52.9134,33.4623
1584,52.8882,33.3923
1585,52.8842,33.3174
1586,52.8879,33.2615
1587,52.8832,33.2062
1588,52.8791,33.1345
1589,52.8769,33.0487
1590,52.8628,32.9742
1591,52.8528,32.9155
1592,52.8556,32.8382
1593,52.8528,32.7479
1594,52.8296,32.6183
1595,52.8095,32.5507
1596,52.7866,32.4957
1597,52.7674,32.4015
1598,52.7600,32.3463
1602,52.7344,32.2337
1603,52.6570,32.1748
1604,52.6260,32.1482
1605,52.5551,32.0936
1606,52.5306,32.0137
1607,52.5233,31.9480
1613,52.4747,31.6652
1614,52.3703,32.1903
1617,53.1313,32.3063
1618,53.0210,32.3788
1620,52.9626,32.4044
1624,52.5951,32.7590
1628,52.7202,32.7434
1631,52.5544,33.0809
1633,52.5092,33.2191
1635,52.3857,33.4168
1637,52.8213,34.4953
1638,52.8701,34.4653
1639,52.9282,34.4576
1640,52.9828,34.4628
1641,53.0234,34.4395
1642,52.7584,34.4523
1643,52.7957,34.4979
1644,52.7346,34.4829
1645,52.6952,34.5109
1646,52.6756,34.3653
1647,52.6372,34.3307
1648,52.5885,34.2869
1649,52.5410,34.2445
1650,52.5035,34.2112
1651,52.4307,34.1464
1652,62.3280,40.3282
1653,62.4139,40.3823
1655,62.6056,40.3119
1656,62.7088,40.2952
1658,62.8970,40.3097
1660,63.0738,40.3353
1662,63.3729,40.3401
1663,63.4490,40.3118
1664,63.5296,40.1154
1665,63.6045,39.9781
1666,63.6027,40.4670
1667,63.7548,40.6175
1668,63.8109,40.6436
1669,63.9016,40.6484
1670,64.0126,40.6556
1671,64.1566,40.5836
1672,64.2882,40.6514
1673,64.3572,40.5968
1674,63.7872,36.6356
1675,63.7350,36.9159
1676,63.7244,37.0518
1677,63.7409,37.2935
1678,63.7058,37.4651
1679,63.7079,37.6340
1680,63.8028,38.3546
1681,63.8400,38.4713
1682,63.8451,38.5374
1683,63.9254,38.0961
1684,63.8132,38.7647
1685,63.7892,39.0075
1686,63.7766,39.2536
1687,63.7599,39.4194
1688,63.7227,39.6652
1689,63.6685,39.8850
1690,63.7149,37.8624
1691,63.7661,38.0829
1692,60.9992,40.4234
1693,61.0225,40.5872
1694,61.0457,40.8504
1699,61.0845,40.8433
1701,61.1469,41.1517
1702,61.1488,41.3222
1705,61.0792,41.7591
1707,61.0631,42.0866
1708,61.0404,42.1972
1709,61.0328,42.4899
1713,61.0687,43.2308
1716,61.0532,43.9061
1719,61.0826,44.6124
1720,61.1168,44.8398
1722,61.1474,45.3401
1723,61.1333,45.5108
1724,61.1471,45.7371
1725,61.1429,45.9204
1728,61.1974,46.5114
1729,61.0995,46.4398
1730,60.9641,46.4240
1731,60.7836,46.2783
1732,60.9960,46.7846
1736,59.1780,39.9737
1737,59.2065,39.8831
1738,59.2091,39.8730
1741,59.2280,39.8465
1742,59.2068,39.8833
1743,59.2651,39.8981
1747,59.4567,40.0905
1748,59.5074,40.1433
1750,59.6193,40.1882
1751,59.8127,40.1656
